YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,NumberOfWindows,Geo_Code,Claim,Building_Age
2013,1.0,0,0,1,0.0,0,1900.0,3,5.0,92004,0,13.0
2013,1.0,1,0,0,1.0,1,791.0,3,,92004,0,53.0
2014,1.0,1,0,0,1.0,1,791.0,3,,92004,0,54.0
2013,1.0,1,0,0,1.0,1,662.0,3,,92004,0,53.0
2014,0.41369863,1,0,0,1.0,1,662.0,3,,92004,1,54.0
2014,1.0,0,1,0,1.0,1,1568.0,3,,92004,0,54.0
2015,1.0,0,1,0,1.0,1,1568.0,3,,92004,0,55.0
2012,1.0,0,0,0,1.0,1,798.0,3,,92004,0,52.0
2013,0.495890411,0,0,0,1.0,1,1850.0,3,,92004,0,53.0
2014,1.0,0,0,0,1.0,1,930.0,3,,92004,1,54.0
2015,1.0,0,0,0,1.0,1,930.0,3,,92004,0,55.0
2014,1.0,0,0,0,1.0,1,1400.0,3,,92004,0,54.0
2012,1.0,1,0,0,1.0,1,908.0,3,,92004,1,
2015,1.0,0,0,0,1.0,1,715.0,3,,92004,0,55.0
2014,1.0,0,0,0,1.0,1,1100.0,3,,92004,0,54.0
2013,1.0,0,0,0,1.0,1,1752.0,3,,92004,0,53.0
2014,1.0,0,0,0,1.0,1,1752.0,3,,92004,1,54.0
2015,1.0,0,0,0,1.0,1,1500.0,3,,92004,0,55.0
2016,0.99726776,0,0,0,1.0,1,1500.0,3,,92004,0,56.0
2012,1.0,0,1,0,1.0,1,1950.0,3,,92004,1,52.0
2012,1.0,0,1,0,1.0,1,3953.0,3,,92004,0,52.0
2016,1.0,0,1,0,1.0,1,586.0,3,,92004,0,56.0
2014,1.0,0,1,0,1.0,1,1300.0,3,,92004,1,54.0
2013,1.0,1,0,1,0.0,0,780.0,3,1.0,92007,0,63.0
2015,1.0,0,1,0,1.0,1,3947.0,3,,92009,0,27.0
2013,1.0,1,0,1,0.0,0,1350.0,3,7.0,92009,0,33.0
2014,1.0,1,0,1,0.0,0,350.0,3,4.0,92009,0,84.0
2012,1.0,1,0,1,0.0,0,5278.0,3,5.0,92009,0,9.0
2012,1.0,0,0,0,1.0,1,1180.0,3,,92009,0,52.0
2016,0.99726776,0,0,0,1.0,1,450.0,3,,92009,0,56.0
2012,1.0,1,1,0,1.0,1,220.0,3,,92009,0,52.0
2013,1.0,1,1,0,1.0,1,250.0,3,,92009,0,53.0
2013,1.0,0,0,1,0.0,0,400.0,3,3.0,92012,0,113.0
2012,1.0,1,1,0,1.0,1,2450.0,3,,92012,0,32.0
2014,1.0,1,0,1,0.0,0,850.0,3,5.0,92012,0,114.0
2013,0.0,1,1,0,1.0,1,2646.0,3,,92012,0,33.0
2015,1.0,1,0,1,0.0,0,550.0,3,3.0,92012,0,56.0
2015,1.0,1,0,1,0.0,0,824.0,3,5.0,92012,1,122.0
2013,1.0,1,0,1,0.0,0,600.0,3,4.0,92012,0,113.0
2012,1.0,1,1,0,1.0,1,1100.0,3,,92012,0,52.0
2012,1.0,1,0,1,0.0,0,4100.0,3,,92012,0,52.0
2016,0.99726776,1,0,1,0.0,0,4100.0,3,,92012,0,56.0
2013,1.0,1,0,1,0.0,0,1100.0,3,4.0,92012,0,73.0
2014,0.079452055,1,0,1,0.0,0,1100.0,3,4.0,92012,1,74.0
2014,1.0,0,0,1,0.0,0,230.0,3,4.0,92012,0,54.0
2014,1.0,1,0,1,0.0,0,420.0,3,4.0,92012,0,64.0
2012,1.0,1,0,1,0.0,0,2000.0,3,8.0,92012,0,62.0
2014,1.0,1,0,1,0.0,0,1460.0,3,7.0,92012,0,94.0
2016,0.99726776,1,0,1,0.0,0,2866.0,3,7.0,92012,1,86.0
2014,1.0,1,0,1,0.0,0,1196.0,3,6.0,92012,1,64.0
2012,0.920765027,1,0,1,0.0,0,714.0,3,6.0,92012,0,82.0
2016,0.079234973,1,0,1,0.0,0,714.0,3,6.0,92012,0,86.0
2013,1.0,0,0,1,0.0,0,300.0,3,4.0,92012,0,113.0
2013,1.0,1,0,1,0.0,0,750.0,3,5.0,92012,1,63.0
2014,0.098630137,1,0,1,0.0,0,750.0,3,5.0,92012,0,64.0
2012,0.579234973,1,0,1,0.0,0,9449.0,3,8.0,92012,0,62.0
2013,1.0,1,0,1,0.0,0,9449.0,3,8.0,92012,1,63.0
2012,0.920765027,1,0,1,0.0,0,2110.0,3,6.0,92012,0,22.0
2012,0.579234973,1,0,1,0.0,0,550.0,3,4.0,92012,0,62.0
2012,0.338797814,1,0,1,0.0,0,10142.0,3,9.0,92012,1,37.0
2012,0.180327869,1,0,1,0.0,0,11516.0,3,5.0,92012,0,17.0
2013,1.0,1,0,1,0.0,0,1015.0,3,5.0,92012,0,93.0
2014,0.832876712,1,0,1,0.0,0,1015.0,3,5.0,92012,1,94.0
2014,0.0,0,0,0,1.0,1,960.0,3,,92012,0,
2016,0.99726776,1,0,1,0.0,0,700.0,3,4.0,92012,1,116.0
2016,1.0,1,1,0,1.0,1,765.0,3,,92012,1,56.0
2013,1.0,1,0,0,1.0,1,1054.0,3,,92012,0,33.0
2015,1.0,1,0,0,1.0,1,1535.0,3,,92012,1,55.0
2012,1.0,1,1,0,1.0,1,310.0,3,,92012,0,52.0
2013,1.0,1,1,0,1.0,1,2110.0,3,,92014,0,53.0
2012,1.0,1,1,0,1.0,1,285.0,3,,92014,1,52.0
2016,1.0,1,1,0,1.0,1,285.0,3,,92014,0,56.0
2012,1.0,1,0,1,0.0,0,9100.0,3,4.0,92014,1,52.0
2013,1.0,1,0,1,0.0,0,1880.0,3,3.0,92014,1,6.0
2013,1.0,1,0,0,1.0,1,5237.0,3,,92014,1,
2012,0.068306011,1,1,0,1.0,1,1836.0,3,,92014,0,32.0
2014,0.693150685,1,0,1,0.0,0,3731.0,3,5.0,92019,0,2.0
2013,0.246575342,1,1,0,1.0,1,1065.0,3,,92020,0,53.0
2013,0.37260274,1,1,0,1.0,1,3460.0,3,,92020,1,25.0
2012,1.0,0,0,1,0.0,0,225.0,3,2.0,92020,0,62.0
2013,1.0,0,0,1,0.0,0,1200.0,3,4.0,92022,0,14.0
2013,0.580821918,1,0,0,1.0,1,7600.0,3,,92022,0,33.0
2016,0.99726776,1,1,0,1.0,1,180.0,3,,92022,0,56.0
2013,1.0,0,1,0,1.0,1,1026.0,3,,92023,1,53.0
2016,0.99726776,1,0,1,0.0,0,7000.0,3,4.0,92023,1,23.0
2014,1.0,1,0,1,0.0,0,12582.0,3,8.0,92023,1,44.0
2016,1.0,0,0,0,1.0,1,252.0,3,,92023,0,
2014,1.0,0,0,1,0.0,0,3300.0,3,4.0,92023,0,44.0
2012,1.0,0,1,0,1.0,1,390.0,3,,92023,0,52.0
2015,1.0,1,1,0,1.0,1,1970.0,3,,92024,0,55.0
2014,1.0,0,1,0,1.0,1,500.0,3,,92024,0,54.0
2012,1.0,0,0,1,0.0,0,1125.0,3,4.0,92024,0,35.0
2012,1.0,1,0,1,0.0,0,696.0,3,6.0,92024,0,62.0
2013,1.0,1,0,1,0.0,0,696.0,3,6.0,92024,0,63.0
2015,1.0,1,0,1,0.0,0,696.0,3,6.0,92024,0,65.0
2012,1.0,1,0,0,1.0,1,520.0,3,,92024,0,52.0
2013,1.0,1,1,0,1.0,1,262.0,3,,92025,0,53.0
2012,1.0,1,1,0,1.0,1,325.0,3,,92025,0,32.0
2012,1.0,1,1,0,1.0,1,333.0,3,,92025,0,52.0
2013,1.0,1,1,0,1.0,1,333.0,3,,92025,0,53.0
2014,1.0,1,1,0,1.0,1,333.0,3,,92025,0,54.0
2015,1.0,0,0,1,0.0,0,2000.0,3,8.0,92025,0,7.0
2013,1.0,1,0,1,0.0,0,420.0,3,5.0,92025,0,45.0
2012,1.0,0,0,1,0.0,0,2910.0,3,8.0,92025,1,82.0
2013,1.0,0,0,1,0.0,0,2910.0,3,8.0,92025,0,83.0
2014,1.0,0,0,1,0.0,0,2910.0,3,8.0,92025,0,84.0
2015,1.0,0,0,1,0.0,0,2910.0,3,8.0,92025,0,85.0
2016,0.99726776,0,0,1,0.0,0,2910.0,3,8.0,92025,0,86.0
2013,0.495890411,1,0,1,0.0,0,3248.0,3,7.0,92025,1,53.0
2014,0.665753425,1,0,1,0.0,0,2880.0,3,7.0,92025,1,54.0
2013,0.495890411,1,0,1,0.0,0,1328.0,3,4.0,92025,0,53.0
2014,1.0,1,0,1,0.0,0,250.0,3,3.0,92025,0,64.0
2014,1.0,0,0,1,0.0,0,1250.0,3,7.0,92025,0,50.0
2012,0.74863388,0,0,0,1.0,1,1122.0,3,,92025,1,52.0
2015,1.0,0,0,0,1.0,1,643.0,3,,92025,1,55.0
2013,1.0,1,1,0,1.0,1,300.0,3,,92025,0,53.0
2015,1.0,1,1,0,1.0,1,300.0,3,,92025,0,55.0
2012,1.0,1,0,0,1.0,1,4575.0,3,,92025,0,52.0
2013,1.0,0,0,0,1.0,1,480.0,3,,92025,0,53.0
2015,1.0,0,0,0,1.0,1,480.0,3,,92025,1,55.0
2012,1.0,0,1,0,1.0,1,240.0,3,,92025,0,52.0
2015,1.0,0,0,0,1.0,1,2062.0,3,,92025,0,55.0
2016,1.0,0,0,0,1.0,1,2062.0,3,,92025,0,56.0
2013,1.0,1,1,0,1.0,1,1880.0,3,,92026,1,53.0
2014,1.0,1,1,0,1.0,1,1.0,3,,92026,0,34.0
2014,1.0,1,1,0,1.0,1,1759.0,3,,92026,0,54.0
2014,1.0,1,1,0,1.0,1,600.0,3,,92026,1,54.0
2013,1.0,1,1,0,1.0,1,300.0,3,,92026,0,53.0
2013,1.0,1,1,0,1.0,1,705.0,3,,92026,0,53.0
2014,1.0,1,1,0,1.0,1,705.0,3,,92026,0,54.0
2015,1.0,1,1,0,1.0,1,705.0,3,,92026,0,55.0
2016,0.99726776,1,1,0,1.0,1,705.0,3,,92026,0,56.0
2014,1.0,1,1,0,1.0,1,1300.0,3,,92026,0,54.0
2012,1.0,1,1,0,1.0,1,910.0,3,,92026,1,32.0
2012,1.0,1,0,1,0.0,0,6410.0,3,8.0,92026,1,56.0
2014,1.0,1,0,1,0.0,0,1200.0,3,6.0,92026,0,64.0
2012,1.0,1,0,1,0.0,0,350.0,3,2.0,92026,0,82.0
2016,0.99726776,1,0,1,0.0,0,1157.0,3,5.0,92026,0,66.0
2015,1.0,1,0,1,0.0,0,1270.0,3,7.0,92026,0,52.0
2012,1.0,1,0,0,1.0,1,2600.0,3,,92026,1,
2012,1.0,1,0,0,1.0,1,504.0,3,,92026,0,
2014,1.0,1,0,1,0.0,0,1355.0,3,6.0,92026,0,84.0
2013,1.0,1,0,1,0.0,0,982.0,3,4.0,92026,0,63.0
2012,1.0,1,0,1,0.0,0,1252.0,3,7.0,92026,0,82.0
2012,1.0,1,0,1,0.0,0,4392.0,3,4.0,92032,0,42.0
2016,0.99726776,1,0,1,0.0,0,4392.0,3,4.0,92032,0,46.0
2012,1.0,1,0,1,0.0,0,2700.0,3,6.0,92032,0,44.0
2015,1.0,1,0,1,0.0,0,2700.0,3,6.0,92032,1,47.0
2015,1.0,1,0,0,1.0,1,8018.0,3,,92032,1,
2013,1.0,1,1,0,1.0,1,831.0,3,,92032,0,53.0
2012,1.0,1,0,1,0.0,0,1300.0,3,3.0,92033,0,32.0
2016,0.99726776,1,1,0,1.0,1,630.0,3,,92035,0,56.0
2015,1.0,1,1,0,1.0,1,450.0,3,,92035,0,55.0
2013,1.0,1,1,0,1.0,1,387.0,3,,92035,1,53.0
2014,1.0,1,1,0,1.0,1,900.0,3,,92035,0,54.0
2013,1.0,1,1,0,1.0,1,710.0,3,,92035,0,53.0
2012,1.0,1,1,0,1.0,1,6054.0,3,,92035,0,24.0
2013,1.0,1,0,1,0.0,0,3068.0,3,5.0,92035,1,4.0
2013,1.0,1,0,1,0.0,0,770.0,3,6.0,92035,0,113.0
2014,1.0,1,0,1,0.0,0,845.0,3,4.0,92035,0,34.0
2015,0.747945205,1,0,1,0.0,0,845.0,3,4.0,92035,0,35.0
2013,1.0,1,0,1,0.0,0,286.0,3,3.0,92035,0,113.0
2015,1.0,1,0,1,0.0,0,600.0,3,4.0,92035,0,65.0
2013,1.0,1,0,1,0.0,0,1215.0,3,4.0,92035,0,63.0
2012,0.579234973,1,0,1,0.0,0,5020.0,3,5.0,92035,0,22.0
2015,1.0,1,0,1,0.0,0,5020.0,3,5.0,92035,0,25.0
2012,0.674863388,1,0,1,0.0,0,6813.0,3,7.0,92035,1,62.0
2015,1.0,1,0,1,0.0,0,4280.0,3,6.0,92035,1,15.0
2014,1.0,1,0,1,0.0,0,1905.0,3,7.0,92035,0,94.0
2013,1.0,0,1,0,1.0,1,150.0,3,,92035,0,53.0
2014,1.0,0,1,0,1.0,1,150.0,3,,92035,0,54.0
2015,1.0,0,1,0,1.0,1,150.0,3,,92035,0,55.0
2016,0.99726776,1,0,1,0.0,0,2200.0,3,8.0,92035,1,116.0
2012,1.0,0,0,1,0.0,0,733.0,3,5.0,92036,0,33.0
2012,1.0,0,0,1,0.0,0,850.0,3,6.0,92036,1,82.0
2015,1.0,0,0,1,0.0,0,850.0,3,6.0,92036,0,85.0
2012,1.0,1,1,0,1.0,1,2255.0,3,,92040,1,32.0
2014,1.0,1,1,0,1.0,1,1130.0,3,,92040,0,34.0
2012,1.0,1,1,0,1.0,1,1000.0,3,,92040,0,52.0
2016,1.0,1,1,0,1.0,1,1000.0,3,,92040,0,56.0
2012,1.0,0,1,0,1.0,1,1000.0,3,,92040,0,52.0
2016,0.99726776,0,1,0,1.0,1,1000.0,3,,92040,0,56.0
2016,0.99726776,0,0,1,0.0,0,300.0,3,3.0,92040,1,106.0
2013,1.0,0,0,1,0.0,0,300.0,3,2.0,92040,0,113.0
2015,1.0,0,0,1,0.0,0,300.0,3,2.0,92040,0,115.0
2016,1.0,1,0,1,0.0,0,700.0,3,6.0,92040,0,116.0
2015,1.0,0,0,0,1.0,1,460.0,3,,92040,0,35.0
2014,0.495890411,1,1,0,1.0,1,1350.0,3,,92044,1,54.0
2016,1.0,1,1,0,1.0,1,975.0,3,,92044,0,56.0
2012,1.0,1,0,1,0.0,0,12287.0,3,8.0,92044,0,14.0
2012,1.0,1,0,1,0.0,0,1586.0,3,7.0,92044,1,1.0
2012,1.0,1,0,1,0.0,0,2018.0,3,3.0,92044,0,42.0
2016,0.99726776,1,0,1,0.0,0,2018.0,3,3.0,92044,0,46.0
2014,1.0,1,0,1,0.0,0,9277.0,3,,92044,1,24.0
2014,1.0,1,0,1,0.0,0,5000.0,3,7.0,92044,0,22.0
2013,0.084931507,1,1,0,1.0,1,1135.0,3,,92044,0,
2012,1.0,1,0,1,0.0,0,1150.0,3,6.0,92044,0,52.0
2012,1.0,0,0,0,1.0,1,600.0,3,,92044,0,52.0
2012,1.0,1,0,0,1.0,1,906.0,3,,92044,0,
2014,1.0,1,1,0,1.0,1,870.0,3,,92044,0,
2014,1.0,1,0,0,1.0,1,3419.0,3,,92044,0,26.0
2013,0.41369863,1,1,0,1.0,1,1232.0,3,,92044,0,53.0
2012,1.0,1,1,0,1.0,1,400.0,3,,92046,0,32.0
2015,1.0,1,1,0,1.0,1,400.0,3,,92046,0,35.0
2015,1.0,1,1,0,1.0,1,1300.0,3,,92046,0,55.0
2013,1.0,0,0,1,0.0,0,960.0,3,3.0,92048,0,43.0
2015,1.0,0,0,1,0.0,0,960.0,3,3.0,92048,0,45.0
2014,1.0,0,0,1,0.0,0,3161.0,3,5.0,92048,1,13.0
2013,1.0,1,0,1,0.0,0,1604.0,3,4.0,92048,1,63.0
2013,1.0,1,0,1,0.0,0,290.0,3,1.0,92048,0,43.0
2012,1.0,1,1,0,1.0,1,1000.0,3,,92048,0,32.0
2014,1.0,1,1,0,1.0,1,1000.0,3,,92048,0,34.0
2012,1.0,0,0,1,0.0,0,385.0,3,2.0,92048,0,62.0
2012,1.0,1,0,0,1.0,1,460.0,3,,92048,0,24.0
2013,1.0,0,0,1,0.0,0,900.0,3,3.0,92048,0,93.0
2013,1.0,0,1,0,1.0,1,528.0,3,,92049,0,53.0
2016,0.99726776,1,0,1,0.0,0,1010.0,3,6.0,92049,0,86.0
2012,1.0,1,0,1,0.0,0,2549.0,3,2.0,92049,0,5.0
2012,1.0,1,0,1,0.0,0,8377.0,3,8.0,92049,0,42.0
2015,1.0,1,0,1,0.0,0,8377.0,3,8.0,92049,1,45.0
2014,0.950684932,1,0,1,0.0,0,715.0,3,6.0,92049,0,94.0
2012,1.0,1,0,1,0.0,0,858.0,3,4.0,92049,1,112.0
2015,1.0,1,0,1,0.0,0,858.0,3,4.0,92049,1,115.0
2012,1.0,1,1,0,1.0,1,770.0,3,,92050,0,24.0
2016,0.99726776,1,1,0,1.0,1,770.0,3,,92050,0,28.0
2013,1.0,1,0,1,0.0,0,1425.0,3,4.0,92050,0,83.0
2015,1.0,1,0,1,0.0,0,1425.0,3,4.0,92050,0,85.0
2014,1.0,1,1,0,1.0,1,380.0,3,,92050,0,54.0
2012,1.0,1,1,0,1.0,1,500.0,3,,92050,0,52.0
2014,0.747945205,1,0,1,0.0,0,1250.0,3,5.0,92050,0,54.0
2013,1.0,1,0,1,0.0,0,1944.0,3,6.0,92050,1,93.0
2015,1.0,1,0,1,0.0,0,2128.0,3,4.0,92050,0,4.0
2013,1.0,1,0,1,0.0,0,3516.0,3,8.0,92050,1,1.0
2013,1.0,0,0,0,1.0,1,4372.0,3,,92050,0,33.0
2012,1.0,1,0,0,1.0,1,450.0,3,,92050,0,32.0
2013,1.0,1,1,0,1.0,1,1132.0,3,,92051,0,53.0
2013,1.0,1,1,0,1.0,1,5155.0,3,,92051,1,33.0
2014,1.0,1,1,0,1.0,1,800.0,3,,92051,1,54.0
2013,1.0,1,0,1,0.0,0,3400.0,3,5.0,92051,1,53.0
2015,1.0,1,0,1,0.0,0,3400.0,3,5.0,92051,1,55.0
2014,0.564383562,1,1,0,1.0,1,1568.0,3,,92051,0,34.0
2013,0.0,1,0,1,0.0,0,2340.0,3,7.0,92051,1,43.0
2012,1.0,0,0,1,0.0,0,1450.0,3,5.0,92051,0,32.0
2013,1.0,0,0,1,0.0,0,800.0,3,4.0,92051,1,3.0
2016,0.99726776,0,0,1,0.0,0,800.0,3,4.0,92051,0,6.0
2012,1.0,1,0,1,0.0,0,1515.0,3,7.0,92051,0,62.0
2015,1.0,1,0,1,0.0,0,2100.0,3,6.0,92051,1,105.0
2016,0.99726776,1,0,1,0.0,0,2100.0,3,6.0,92051,1,106.0
2016,0.99726776,1,0,1,0.0,0,7592.0,3,7.0,92051,1,59.0
2012,0.942622951,1,0,1,0.0,0,2183.0,3,2.0,92051,0,22.0
2013,1.0,1,0,1,0.0,0,1660.0,3,6.0,92051,1,163.0
2016,0.99726776,1,0,1,0.0,0,2167.0,3,7.0,92051,1,116.0
2012,1.0,1,0,0,1.0,1,820.0,3,,92051,1,52.0
2012,1.0,1,1,0,1.0,1,345.0,3,,92051,0,
2013,0.495890411,1,1,0,1.0,1,900.0,3,,92051,0,33.0
2014,1.0,1,0,1,0.0,0,1650.0,3,5.0,92062,1,64.0
2016,0.99726776,1,0,1,0.0,0,3173.0,3,7.0,92062,1,7.0
2013,1.0,0,0,1,0.0,0,11760.0,3,3.0,92063,1,26.0
2016,0.99726776,0,0,1,0.0,0,11760.0,3,3.0,92063,0,29.0
2013,0.216438356,1,0,1,0.0,0,6038.0,3,7.0,92063,1,31.0
2014,1.0,1,0,1,0.0,0,240.0,3,2.0,92063,0,54.0
2014,1.0,1,0,1,0.0,0,330.0,3,4.0,92063,1,84.0
2015,1.0,1,0,1,0.0,0,330.0,3,4.0,92063,0,85.0
2012,1.0,1,0,1,0.0,0,1000.0,3,5.0,92063,1,162.0
2016,1.0,1,0,1,0.0,0,1000.0,3,5.0,92063,1,166.0
2012,1.0,0,0,1,0.0,0,850.0,3,3.0,92063,0,112.0
2014,0.665753425,1,0,1,0.0,0,865.0,3,5.0,92063,0,44.0
2013,1.0,1,0,1,0.0,0,650.0,3,3.0,92063,1,123.0
2015,1.0,0,0,0,1.0,1,900.0,3,,92063,0,55.0
2012,0.0,1,1,0,1.0,1,90.0,3,,92063,0,32.0
2014,1.0,1,1,0,1.0,1,3040.0,3,,92064,1,34.0
2012,1.0,1,0,1,0.0,0,2057.0,3,5.0,92064,0,42.0
2013,1.0,0,1,0,1.0,1,760.0,3,,92064,0,33.0
2015,1.0,0,0,1,0.0,0,812.0,3,4.0,92071,0,135.0
2012,0.172131148,0,0,1,0.0,0,1562.0,3,8.0,92071,0,42.0
2015,1.0,1,0,1,0.0,0,12310.0,3,6.0,92071,1,21.0
2012,1.0,0,0,1,0.0,0,1900.0,3,5.0,92071,0,62.0
2013,0.452054795,0,0,1,0.0,0,1900.0,3,5.0,92071,0,63.0
2016,0.99726776,1,0,1,0.0,0,400.0,3,3.0,92072,0,55.0
2012,1.0,1,0,1,0.0,0,1285.0,3,5.0,92073,0,42.0
2012,0.928961749,1,0,1,0.0,0,1430.0,3,2.0,92073,0,72.0
2012,0.920765027,1,0,1,0.0,0,3872.0,3,5.0,92073,0,52.0
2014,1.0,1,0,1,0.0,0,1274.0,3,5.0,92073,0,7.0
2013,1.0,1,0,1,0.0,0,273.0,3,3.0,92073,0,93.0
2015,1.0,1,0,1,0.0,0,3401.0,3,8.0,92073,0,25.0
2016,0.99726776,1,0,1,0.0,0,3401.0,3,8.0,92073,1,26.0
2015,0.0,1,0,0,1.0,1,868.0,3,,92073,0,
2012,1.0,0,0,1,0.0,0,1300.0,3,4.0,92075,1,92.0
2013,1.0,0,0,1,0.0,0,1300.0,3,4.0,92075,0,93.0
2016,1.0,0,0,1,0.0,0,1300.0,3,4.0,92075,0,96.0
2013,1.0,1,0,1,0.0,0,2635.0,3,7.0,92075,0,83.0
2012,1.0,1,0,1,0.0,0,300.0,3,5.0,92075,0,75.0
2016,1.0,0,0,1,0.0,0,500.0,3,3.0,92075,0,96.0
2016,1.0,0,1,0,1.0,1,450.0,3,,92075,0,
2012,1.0,0,0,0,1.0,1,1.0,3,,92078,0,32.0
2015,1.0,0,0,0,1.0,1,1.0,3,,92078,0,35.0
2016,1.0,0,0,0,1.0,1,1.0,3,,92078,0,36.0
2016,0.494535519,1,1,0,1.0,1,930.0,3,,93001,0,56.0
2014,1.0,1,1,0,1.0,1,600.0,3,,93001,0,
2015,1.0,1,1,0,1.0,1,600.0,3,,93001,1,
2013,1.0,1,1,0,1.0,1,20818.0,3,,93005,0,25.0
2016,0.99726776,1,0,0,1.0,1,700.0,3,,93005,0,
2012,1.0,0,0,1,0.0,0,321.0,3,2.0,93006,0,112.0
2013,1.0,0,0,1,0.0,0,321.0,3,2.0,93006,0,113.0
2015,1.0,1,0,0,1.0,1,400.0,3,,93006,0,
2013,1.0,0,1,0,1.0,1,414.0,3,,93006,0,
2016,0.99726776,0,1,0,1.0,1,414.0,3,,93006,0,
2016,0.989071038,0,0,1,0.0,0,3800.0,3,5.0,93007,0,2.0
2012,0.915300546,1,0,1,0.0,0,7500.0,3,6.0,93008,0,9.0
2014,0.887671233,0,1,0,1.0,1,319.0,3,,93008,0,54.0
2015,1.0,0,1,0,1.0,1,2490.0,3,,93010,0,55.0
2016,0.99726776,1,1,0,1.0,1,700.0,3,,93010,1,28.0
2014,1.0,1,0,0,1.0,1,1600.0,3,,93010,0,26.0
2013,1.0,1,0,0,1.0,1,600.0,3,,93013,0,33.0
2016,0.06557377,1,0,1,0.0,0,670.0,3,5.0,93013,0,46.0
2013,0.263013699,1,1,0,1.0,1,216.0,3,,93015,0,33.0
2012,1.0,1,0,1,0.0,0,2300.0,3,3.0,93015,0,4.0
2014,1.0,0,0,1,0.0,0,200.0,3,3.0,93015,0,94.0
2013,1.0,1,0,1,0.0,0,1400.0,3,6.0,93027,1,52.0
2016,1.0,1,0,1,0.0,0,1400.0,3,6.0,93027,1,55.0
2013,1.0,1,0,0,1.0,1,1300.0,3,,93027,1,
2015,1.0,1,0,0,1.0,1,1300.0,3,,93027,0,
2013,1.0,0,1,0,1.0,1,882.0,3,,93029,0,33.0
2012,1.0,0,0,1,0.0,0,220.0,3,2.0,93029,0,17.0
2013,1.0,1,0,1,0.0,0,480.0,3,4.0,93029,0,43.0
2015,1.0,1,0,1,0.0,0,480.0,3,4.0,93029,0,45.0
2016,1.0,1,0,1,0.0,0,480.0,3,4.0,93029,0,46.0
2016,1.0,1,0,1,0.0,0,1453.0,3,5.0,93029,1,46.0
2014,1.0,1,0,1,0.0,0,170.0,3,2.0,93029,0,64.0
2016,0.99726776,1,0,1,0.0,0,2700.0,3,6.0,93029,1,51.0
2012,1.0,1,1,0,1.0,1,756.0,3,,93029,0,32.0
2014,1.0,0,1,0,1.0,1,400.0,3,,93029,0,54.0
2013,1.0,1,1,0,1.0,1,3241.0,3,,93031,1,33.0
2015,1.0,1,0,1,0.0,0,2448.0,3,9.0,93031,1,40.0
2012,1.0,1,1,0,1.0,1,465.0,3,,93031,1,32.0
2015,1.0,1,0,1,0.0,0,1692.0,3,5.0,93032,0,8.0
2016,0.99726776,1,0,1,0.0,0,4000.0,3,4.0,93032,0,46.0
2012,0.75136612,1,0,1,0.0,0,992.0,3,3.0,93033,0,0.0
2016,0.99726776,1,1,0,1.0,1,580.0,3,,93045,0,56.0
2016,0.99726776,1,1,0,1.0,1,345.0,3,,93045,0,56.0
2012,0.99726776,1,0,1,0.0,0,1900.0,3,4.0,93045,0,15.0
2013,1.0,1,0,1,0.0,0,1650.0,3,7.0,93045,0,46.0
2016,0.99726776,0,0,1,0.0,0,500.0,3,4.0,93045,0,116.0
2013,1.0,1,0,1,0.0,0,350.0,3,2.0,93045,0,63.0
2012,1.0,1,1,0,1.0,1,1500.0,3,,93045,0,
2016,0.579234973,1,1,0,1.0,1,1500.0,3,,93045,0,
2014,0.495890411,0,0,0,1.0,1,490.0,3,,93045,0,54.0
2014,1.0,1,1,0,1.0,1,438.0,3,,93045,0,54.0
2015,1.0,1,0,1,0.0,0,2873.0,3,4.0,93046,0,10.0
2014,1.0,0,0,1,0.0,0,167.0,3,2.0,93046,0,45.0
2013,1.0,0,1,0,1.0,1,500.0,3,,93047,0,
2016,1.0,0,1,0,1.0,1,500.0,3,,93047,0,
2012,1.0,1,1,0,1.0,1,300.0,3,,93048,0,52.0
2013,1.0,1,1,0,1.0,1,300.0,3,,93048,1,53.0
2013,1.0,0,0,1,0.0,0,300.0,3,4.0,93048,0,113.0
2014,1.0,0,0,1,0.0,0,1264.0,3,5.0,93048,0,34.0
2016,0.99726776,0,0,1,0.0,0,1264.0,3,5.0,93048,0,36.0
2013,0.0,1,0,1,0.0,0,1520.0,3,4.0,93048,0,43.0
2016,1.0,1,0,1,0.0,0,1366.0,3,5.0,93048,1,66.0
2013,1.0,0,0,1,0.0,0,1365.0,3,3.0,93048,0,53.0
2012,1.0,0,0,1,0.0,0,300.0,3,3.0,93048,0,62.0
2015,0.912328767,0,0,1,0.0,0,700.0,3,3.0,93048,0,85.0
2014,1.0,0,0,1,0.0,0,400.0,3,3.0,93048,0,114.0
2013,1.0,1,0,0,1.0,1,320.0,3,,93048,1,
2016,0.99726776,1,0,0,1.0,1,389.0,3,,93048,0,56.0
2014,1.0,1,0,1,0.0,0,700.0,3,5.0,93048,0,84.0
2015,1.0,1,1,0,1.0,1,450.0,3,,93048,0,
2015,1.0,0,1,0,1.0,1,200.0,3,,93049,0,35.0
2016,0.99726776,0,1,0,1.0,1,200.0,3,,93049,1,36.0
2013,1.0,0,1,0,1.0,1,3619.0,3,,93051,0,53.0
2014,1.0,1,1,0,1.0,1,1750.0,3,,93051,0,26.0
2013,0.0,1,0,1,0.0,0,3601.0,3,3.0,93051,0,53.0
